"","user_id","partida","seleccio.1","seleccio.2","seleccio.3","seleccio.4","seleccio.5","seleccio.6","seleccio.7","seleccio.8","seleccio.9","seleccio.10","mean_contr","SD","mean.1","mean.2","mean.3","mean.4","mean.5","mean.6","mean.7","mean.8","mean.9","mean.10","comp_mean1","comp_mean2","comp_mean3","comp_mean4","comp_mean5","comp_mean6","comp_mean7","comp_mean8","comp_mean9","comp_mean10","comp_last_mean2","comp_last_mean3","comp_last_mean4","comp_last_mean5","comp_last_mean6","comp_last_mean7","comp_last_mean8","comp_last_mean9","comp_last_mean10","cond_coop2","cond_coop3","cond_coop4","cond_coop5","cond_coop6","cond_coop7","cond_coop8","cond_coop9","cond_coop10","free_1","free_2","free_3","free_4","free_5","free_6","free_7","free_8","free_9","free_10","nickname","codi_postal","genere","rang_edat","nivell_estudis","prfinal0","prfinal1","prfinal2","prfinal3","prfinal4","prfinal5","prfinal6","prfinal7","prfinal8","prfinal9","prfinal10","prfinal11","prfinal12","prfinal13","data_creacio","data_finalitzacio","acabat","data_registre","diners_inicials","diners_actuals","check_1","check_2","check_3","partida_id","is_robot","num_jugador","prfinal14","prfinal15","guany_final","num_seleccions","sorteig","agegroups"
"164",165,28,2,2,2,2,2,2,1,0,0,0,1.3,0.948683298050514,2.33333333333333,2.66666666666667,3,3.33333333333333,3,2.5,2.33333333333333,1.16666666666667,0.666666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Pascual",8348,"male",28,"secondary",NA,"Yes","Very Much","Yes, from the beginning","Agree","Disagree","Agree","Agree","Disagree","Disagree","Greenhouse Effect","Italy","Carbon","Kyoto Protocol","2015-12-12 17:51:33.984342","2015-12-12 18:10:33.912263",1,"2015-12-12 17:53:52.459278",50,37,"true","false","false",28,0,3,"Carbon footprint","15%",37,10,1,"25-29"
"165",166,28,1,4,3,4,2,2,3,1,0,0,2,1.49071198499986,2.33333333333333,2.66666666666667,3,3.33333333333333,3,2.5,2.33333333333333,1.16666666666667,0.666666666666667,0.166666666666667,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"Pat",8022,"female",28,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 17:54:17.570311","2015-12-12 18:11:52.210642",1,"2015-12-12 18:00:24.658322",30,10,"true","false","false",28,0,2,"Carbon footprint","5%",10,10,1,"25-29"
"166",167,28,3,2,4,4,4,4,4,1,0,0,2.6,1.71269767715535,2.33333333333333,2.66666666666667,3,3.33333333333333,3,2.5,2.33333333333333,1.16666666666667,0.666666666666667,0.166666666666667,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Carlos",8013,"male",28,"prof",NA,"No","Very Much","Yes, after a few rounds","Disagree","Disagree","n/a","Agree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 17:54:32.481552","2015-12-12 18:11:11.721824",1,"2015-12-12 18:00:19.569792",60,34,"true","false","true",28,0,1,"Carbon footprint","20%",34,10,1,"25-29"
"167",168,28,1,1,2,2,4,1,1,1,0,1,1.4,1.07496769977314,2.33333333333333,2.66666666666667,3,3.33333333333333,3,2.5,2.33333333333333,1.16666666666667,0.666666666666667,0.166666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Caryzoe",8906,"female",44,"prof",NA,"No","Very Much","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 17:54:38.393909","2015-12-12 18:11:32.878581",1,"2015-12-12 17:57:42.510400",20,6,"true","false","false",28,0,4,"Carbon footprint","15%",6,10,1,"40-44"
"168",169,29,2,2,3,2,4,4,3,0,0,0,2,1.56347191994114,2.83333333333333,3,2.5,2.66666666666667,2.66666666666667,2.83333333333333,3,1,0.166666666666667,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"Motzz",8440,"female",28,"prof",NA,"No","Very Much","Yes, from the beginning","Disagree","n/a","n/a","Agree","n/a","Disagree","Greenhouse Effect","Italy","Nuclear energy","Kyoto Protocol","2015-12-12 18:01:03.007053","2015-12-12 18:16:14.076217",1,"2015-12-12 18:06:22.355527",20,0,"true","false","false",29,0,2,"Carbon footprint","20%",0,10,1,"25-29"
"169",170,28,3,3,3,4,2,2,1,0,0,0,1.8,1.47572957474524,2.33333333333333,2.66666666666667,3,3.33333333333333,3,2.5,2.33333333333333,1.16666666666667,0.666666666666667,0.166666666666667,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Topete",4009,"male",26,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","China","Solar energy","Kyoto Protocol","2015-12-12 18:01:34.882311","2015-12-12 18:11:32.059386",1,"2015-12-12 18:05:00.390431",40,22,"true","false","false",28,0,5,"Individual gas fee","20%",22,10,1,"25-29"
"170",171,29,3,3,2,1,2,2,1,0,0,0,1.4,1.17378779077727,2.83333333333333,3,2.5,2.66666666666667,2.66666666666667,2.83333333333333,3,1,0.166666666666667,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Nika",8440,"female",33,"prof",NA,"No","Very Much","Yes, from the beginning","Disagree","Disagree","Disagree","Agree","Agree","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 18:01:43.221846","2015-12-12 18:14:43.853997",1,"2015-12-12 18:06:06.814009",40,26,"true","false","false",29,0,5,"Carbon footprint","15%",26,10,1,"30-34"
"171",172,29,2,4,1,4,1,4,4,1,1,0,2.2,1.61932770686548,2.83333333333333,3,2.5,2.66666666666667,2.66666666666667,2.83333333333333,3,1,0.166666666666667,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"Gordo pillo",4009,"male",22,"secondary",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Disagree","Greenhouse Effect","Italy","Nuclear energy","Kyoto Protocol","2015-12-12 18:02:03.302438","2015-12-12 18:15:06.356121",1,"2015-12-12 18:05:46.108607",40,18,"true","false","false",29,0,3,"Eco-Impact","20%",18,10,1,"20-24"
"172",173,29,4,3,3,4,4,2,4,1,0,0,2.5,1.64991582276861,2.83333333333333,3,2.5,2.66666666666667,2.66666666666667,2.83333333333333,3,1,0.166666666666667,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"Ender89",4005,"male",26,"prof",NA,"No","Somewhat","Yes, after a few rounds","Disagree","My contribution should not depend on this","Disagree","Agree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 18:02:31.599989","2015-12-12 18:15:28.370813",1,"2015-12-12 18:05:45.491451",50,25,"true","false","false",29,0,6,"Eco-Impact","5%",25,10,1,"25-29"
"173",174,29,2,2,2,1,2,1,2,1,0,0,1.3,0.823272602348565,2.83333333333333,3,2.5,2.66666666666667,2.66666666666667,2.83333333333333,3,1,0.166666666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Beetlechusa ",4700,"female",24,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Disagree","Disagree","n/a","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 18:02:34.620342","2015-12-12 18:16:03.983403",1,"2015-12-12 18:05:44.951939",30,17,"true","false","false",29,0,4,"Carbon footprint","20%",17,10,1,"20-24"
"174",175,29,4,4,4,4,3,4,4,3,0,0,3,1.63299316185545,2.83333333333333,3,2.5,2.66666666666667,2.66666666666667,2.83333333333333,3,1,0.166666666666667,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"Rosas",8030,"female",46,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Disagree","Disagree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 18:05:08.675441","2015-12-12 18:16:49.315568",1,"2015-12-12 18:08:24.286733",60,30,"true","false","false",29,0,1,"Carbon footprint","5%",30,10,1,"45-49"
"175",176,30,4,4,2,4,4,4,4,4,0,0,3,1.69967317119759,3,2.66666666666667,3,3.33333333333333,3,3,2,1.33333333333333,0.333333333333333,0.333333333333333,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Dar san",8830,"female",28,"secondary",NA,"No","Very Much","No, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Disagree","Disagree","Agree","Agree","Greenhouse Effect","China","Oil","Treaty of Versailles","2015-12-13 09:56:27.773589","2015-12-13 10:12:03.787985",1,"2015-12-13 10:00:44.863328",40,10,"true","true","false",30,0,2,"Carbon footprint","15%",10,10,1,"25-29"
"176",177,30,2,2,2,4,2,2,0,0,0,0,1.4,1.34989711542111,3,2.66666666666667,3,3.33333333333333,3,3,2,1.33333333333333,0.333333333333333,0.333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Xavi159",8830,"male",25,"prof",NA,"No","Very Much","Yes, from the beginning","Disagree","Disagree","n/a","Disagree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 09:57:17.742692","2015-12-13 10:12:24.032823",1,"2015-12-13 10:00:58.941018",40,26,"true","false","true",30,0,6,"Carbon footprint","20%",26,10,1,"25-29"
"177",178,30,2,2,4,4,2,4,2,2,0,0,2.2,1.47572957474524,3,2.66666666666667,3,3.33333333333333,3,3,2,1.33333333333333,0.333333333333333,0.333333333333333,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"Nllao",8913,"female",42,"prof",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Disagree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 09:59:04.467265","2015-12-13 10:13:03.649403",1,"2015-12-13 10:01:04.185028",40,18,"true","false","false",30,0,4,"Carbon footprint","20%",18,10,1,"40-44"
"178",179,30,4,0,4,2,4,4,2,2,0,0,2.2,1.75119007154183,3,2.66666666666667,3,3.33333333333333,3,3,2,1.33333333333333,0.333333333333333,0.333333333333333,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,"Pastoral",8031,"male",25,"prof",NA,"","","","","","","","","","","","","","2015-12-13 09:59:54.486248","",0,"2015-12-13 10:04:53.727671",40,18,"true","false","false",30,0,1,"","",18,10,1,"25-29"
"179",180,31,4,4,4,4,2,4,4,4,4,4,3.8,0.632455532033676,2.66666666666667,3,2.66666666666667,2.33333333333333,2,2.33333333333333,3,2.33333333333333,0.666666666666667,1.33333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bolet22",8030,"female",20,"secondary",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Disagree","Doppler Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:02:29.154593","2015-12-13 10:27:54.375678",1,"2015-12-13 10:06:42.543321",50,12,"true","false","true",31,0,1,"Carbon footprint","15%",12,10,1,"20-24"
"180",181,30,4,4,2,4,2,2,2,0,0,0,2,1.63299316185545,3,2.66666666666667,3,3.33333333333333,3,3,2,1.33333333333333,0.333333333333333,0.333333333333333,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"Mr.Houdini",8011,"male",20,"bachillerat",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","n/a","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:02:52.947268","2015-12-13 10:13:20.169746",1,"2015-12-13 10:05:38.803009",40,20,"true","false","false",30,0,5,"Carbon footprint","15%",20,10,1,"20-24"
"181",182,30,2,4,4,2,4,2,2,0,2,2,2.4,1.26491106406735,3,2.66666666666667,3,3.33333333333333,3,3,2,1.33333333333333,0.333333333333333,0.333333333333333,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"MaxArise",8020,"male",41,"bachillerat",NA,"No","Somewhat","Yes, after a few rounds","Disagree","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:03:11.204980","2015-12-13 10:13:58.887959",1,"2015-12-13 10:05:43.149955",40,16,"true","false","true",30,0,3,"Carbon footprint","20%",16,10,1,"40-44"
"182",183,31,0,2,2,2,2,2,2,0,0,0,1.2,1.03279555898864,2.66666666666667,3,2.66666666666667,2.33333333333333,2,2.33333333333333,3,2.33333333333333,0.666666666666667,1.33333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,"Xgfreixer",8030,"male",37,"bachillerat",NA,"No","Not Really","Yes, from the beginning","Disagree","Disagree","Disagree","Agree","Agree","Agree","Greenhouse Effect","China","Solar energy","Schengen Agreement","2015-12-13 10:04:26.851427","2015-12-13 10:27:48.719016",1,"2015-12-13 10:07:17.082201",20,8,"true","true","true",31,0,6,"Carbon footprint","20%",8,10,1,"35-39"
"183",184,31,4,2,2,0,2,0,4,2,0,0,1.6,1.57762127549323,2.66666666666667,3,2.66666666666667,2.33333333333333,2,2.33333333333333,3,2.33333333333333,0.666666666666667,1.33333333333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,"Las",8024,"female",45,"prof",NA,"No","Somewhat","No, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Disagree","Greenhouse Effect","U.S","Oil","Kyoto Protocol","2015-12-13 10:15:55.195690","2015-12-13 10:26:04.823883",1,"2015-12-13 10:18:34.868139",40,24,"true","true","true",31,0,2,"Carbon footprint","15%",24,10,1,"45-49"
"184",185,32,4,2,2,0,2,0,0,2,0,0,1.2,1.3984117975602,3,3.66666666666667,2.33333333333333,2,3,1.66666666666667,1.33333333333333,2,2.33333333333333,0.666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,"S.alarcón",8024,"female",12,"primary",NA,"No","Very Much","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","n/a","n/a","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:16:39.277269","2015-12-13 10:39:04.941764",1,"2015-12-13 10:21:02.314831",40,28,"true","true","true",32,0,4,"Eco-Impact","15%",28,10,1,"10-14"
"185",186,31,2,2,4,4,4,4,4,2,0,0,2.6,1.64654520469713,2.66666666666667,3,2.66666666666667,2.33333333333333,2,2.33333333333333,3,2.33333333333333,0.666666666666667,1.33333333333333,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Mosca",8025,"female",47,"prof",NA,"No","Somewhat","Yes, after a few rounds","Disagree","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 10:16:59.397075","2015-12-13 10:28:23.086982",1,"2015-12-13 10:20:13.310130",40,14,"true","false","false",31,0,5,"Carbon footprint","5%",14,10,1,"45-49"
"186",187,31,4,4,2,2,2,2,4,2,0,4,2.6,1.34989711542111,2.66666666666667,3,2.66666666666667,2.33333333333333,2,2.33333333333333,3,2.33333333333333,0.666666666666667,1.33333333333333,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,"Xavi",8024,"male",50,"bachillerat",NA,"No","Very Much","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Disagree","Disagree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Declaration of Helsinki","2015-12-13 10:17:00.603764","2015-12-13 10:27:58.474478",1,"2015-12-13 10:19:23.101371",60,34,"true","false","false",31,0,4,"Carbon footprint","2%",34,10,1,"50-54"
"187",188,31,2,4,2,2,0,2,0,4,0,0,1.6,1.57762127549323,2.66666666666667,3,2.66666666666667,2.33333333333333,2,2.33333333333333,3,2.33333333333333,0.666666666666667,1.33333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,"Neta",8025,"female",12,"primary",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","n/a","Agree","Greenhouse Effect","Italy","Solar energy","Schengen Agreement","2015-12-13 10:17:45.281592","2015-12-13 10:28:02.104135",1,"2015-12-13 10:20:07.357052",30,14,"true","true","true",31,0,3,"Eco-Impact","20%",14,10,1,"10-14"
"188",189,32,4,4,4,2,4,4,2,4,4,0,3.2,1.3984117975602,3,3.66666666666667,2.33333333333333,2,3,1.66666666666667,1.33333333333333,2,2.33333333333333,0.666666666666667,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Silvia",8924,"female",20,"prof",NA,"No","Very Much","Yes, after a few rounds","Disagree","My contribution should not depend on this","Agree","Agree","Agree","Disagree","Greenhouse Effect","Italy","Carbon","Kyoto Protocol","2015-12-13 10:21:49.042457","2015-12-13 10:38:00.467621",1,"2015-12-13 10:25:16.035973",40,8,"true","true","true",32,0,6,"Individual gas fee","15%",8,10,1,"20-24"
"189",190,32,2,4,2,2,4,2,2,2,2,0,2.2,1.13529242439509,3,3.66666666666667,2.33333333333333,2,3,1.66666666666667,1.33333333333333,2,2.33333333333333,0.666666666666667,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"NereaGB",8028,"female",22,"secondary",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","n/a","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:22:48.684792","2015-12-13 10:36:59.540762",1,"2015-12-13 10:24:36.028207",40,18,"true","false","false",32,0,3,"Carbon footprint","15%",18,10,1,"20-24"
"190",191,32,4,4,4,4,2,0,2,2,2,0,2.4,1.57762127549323,3,3.66666666666667,2.33333333333333,2,3,1.66666666666667,1.33333333333333,2,2.33333333333333,0.666666666666667,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"AgnesS",8292,"female",21,"secondary",NA,"No","Not Really","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","n/a","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:23:15.603073","2015-12-13 10:38:16.894685",1,"2015-12-13 10:25:21.886147",40,16,"true","false","true",32,0,1,"Carbon footprint","5%",16,10,1,"20-24"
"191",192,32,2,4,0,4,4,0,2,0,2,2,2,1.63299316185545,3,3.66666666666667,2.33333333333333,2,3,1.66666666666667,1.33333333333333,2,2.33333333333333,0.666666666666667,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,"Maria",8110,"female",72,"secondary",NA,"No","Somewhat","Yes, after a few rounds","Disagree","Disagree","n/a","n/a","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:24:24.759780","2015-12-13 10:38:36.832218",1,"2015-12-13 10:29:02.030379",40,20,"true","false","false",32,0,2,"Reduced environmental cost","15%",20,10,1,"70-74"
"192",193,32,2,4,2,0,2,4,0,2,4,2,2.2,1.47572957474524,3,3.66666666666667,2.33333333333333,2,3,1.66666666666667,1.33333333333333,2,2.33333333333333,0.666666666666667,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,"Manejar",8110,"male",73,"bachillerat",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","Agree","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:25:44.022404","2015-12-13 10:40:41.409594",1,"2015-12-13 10:29:46.110353",40,18,"true","false","false",32,0,5,"Individual gas fee","5%",18,10,1,"70-74"
"193",194,33,2,2,4,0,2,2,4,2,2,0,2,1.33333333333333,2,2.33333333333333,2.66666666666667,1.66666666666667,2,1.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,1.33333333333333,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"kikes",8041,"male",56,"secondary",NA,"No","Somewhat","No, from the beginning","Disagree","Disagree","n/a","Agree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:29:04.775762","2015-12-13 10:46:15.154530",1,"2015-12-13 10:31:28.171124",30,10,"true","true","true",33,0,6,"Eco-Impact","15%",10,10,1,"55-59"
"194",195,33,2,2,4,4,0,2,4,4,2,2,2.6,1.34989711542111,2,2.33333333333333,2.66666666666667,1.66666666666667,2,1.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,1.33333333333333,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Alepsi",8027,"female",30,"prof",NA,"No","Very Much","Yes, from the beginning","Disagree","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:31:33.572147","2015-12-13 10:46:09.828682",1,"2015-12-13 10:32:50.011795",50,24,"true","false","false",33,0,3,"Carbon footprint","15%",24,10,1,"30-34"
"195",196,33,2,2,0,0,2,2,0,0,2,0,1,1.05409255338946,2,2.33333333333333,2.66666666666667,1.66666666666667,2,1.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,1.33333333333333,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,"Remoquete",8027,"male",33,"prof",NA,"No","Very Much","Yes, after a few rounds","Agree","Disagree","Agree","Agree","n/a","Disagree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 10:31:44.609927","2015-12-13 10:47:10.138151",1,"2015-12-13 10:34:34.990858",40,30,"true","false","false",33,0,4,"Carbon footprint","20%",30,10,1,"30-34"
"196",197,34,4,2,2,2,4,2,2,0,0,0,1.8,1.47572957474524,3,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,3,1.66666666666667,1,0.666666666666667,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"Mo",17811,"female",54,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:35:12.004600","2015-12-13 10:55:28.251918",1,"2015-12-13 10:41:44.185180",40,22,"true","false","false",34,0,6,"Individual gas fee","15%",22,10,1,"50-54"
"197",198,34,2,2,2,4,4,4,0,0,0,4,2.2,1.75119007154183,3,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,3,1.66666666666667,1,0.666666666666667,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,"Jerónimo",17811,"male",70,"bachillerat",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Disagree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:35:17.453108","2015-12-13 10:55:09.882652",1,"2015-12-13 10:41:51.628238",40,18,"true","false","false",34,0,3,"Carbon footprint","2%",18,10,1,"70-74"
"198",199,33,0,2,2,0,2,0,2,2,0,0,1,1.05409255338946,2,2.33333333333333,2.66666666666667,1.66666666666667,2,1.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,1.33333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,"Pons",8030,"male",40,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 10:35:36.971639","2015-12-13 10:45:46.255178",1,"2015-12-13 10:37:17.642949",40,30,"true","false","false",33,0,1,"Eco-Impact","15%",30,10,1,"40-44"
"199",200,33,4,4,4,4,4,4,4,4,4,4,4,0,2,2.33333333333333,2.66666666666667,1.66666666666667,2,1.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,1.33333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kermit",8030,"female",39,"prof",NA,"Yes, in previous ds experiments","Somewhat","No, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 10:35:38.010590","2015-12-13 10:45:19.175879",1,"2015-12-13 10:37:19.085868",60,20,"true","false","false",33,0,5,"Carbon footprint","15%",20,10,1,"35-39"
